|region        |stat          |zkratka_meny|rok  |HDP                    |HDP_predchozi_rok      |mezirocni_zmena_HDP_abs|mezirocni_zmena_HDP_procentni|trend_HDP               |odvetvi                                                     |prumerny_plat |prumerny_plat_predchozi_rok|mezirocni_zmena_platu_abs|mezirocni_zmena_platu_procentne|trend_platu            |potravina                  |prumerna_cena|prumerna_cena_predchozi_rok|mezirocni_zmena_cen_abs|mezirocni_zmena_cen_procentne|trend_cen                     |
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zemědělství, lesnictví, rybářství                           |23,531.25,- Kč|22,240.00,- Kč             |1,291.25,- Kč            |5.81 %                         |Růst platů o 5 a více %|Jogurt bílý netučný             |8.73,- Kč    |8.12,- Kč                  |0.61,- Kč              |7.51 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zemědělství, lesnictví, rybářství                           |23,531.25,- Kč|22,240.00,- Kč             |1,291.25,- Kč            |5.81 %                         |Růst platů o 5 a více %|Jablka konzumní                 |32.63,- Kč   |29.94,- Kč                 |2.69,- Kč              |8.98 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zemědělství, lesnictví, rybářství                           |23,531.25,- Kč|22,240.00,- Kč             |1,291.25,- Kč            |5.81 %                         |Růst platů o 5 a více %|Chléb konzumní kmínový          |24.17,- Kč   |21.77,- Kč                 |2.40,- Kč              |11.02 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zemědělství, lesnictví, rybářství                           |23,531.25,- Kč|22,240.00,- Kč             |1,291.25,- Kč            |5.81 %                         |Růst platů o 5 a více %|Hovězí maso zadní bez kosti     |218.27,- Kč  |206.02,- Kč                |12.25,- Kč             |5.95 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zemědělství, lesnictví, rybářství                           |23,531.25,- Kč|22,240.00,- Kč             |1,291.25,- Kč            |5.81 %                         |Růst platů o 5 a více %|Eidamská cihla                  |142.58,- Kč  |110.90,- Kč                |31.68,- Kč             |28.57 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zemědělství, lesnictví, rybářství                           |23,531.25,- Kč|22,240.00,- Kč             |1,291.25,- Kč            |5.81 %                         |Růst platů o 5 a více %|Cukr krystalový                 |19.96,- Kč   |17.59,- Kč                 |2.37,- Kč              |13.47 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |29,321.00,- Kč|27,237.50,- Kč             |2,083.50,- Kč            |7.65 %                         |Růst platů o 5 a více %|Vepřová pečeně s kostí          |118.27,- Kč  |109.46,- Kč                |8.81,- Kč              |8.05 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |29,321.00,- Kč|27,237.50,- Kč             |2,083.50,- Kč            |7.65 %                         |Růst platů o 5 a více %|Vejce slepičí čerstvá           |36.34,- Kč   |28.65,- Kč                 |7.69,- Kč              |26.84 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |29,321.00,- Kč|27,237.50,- Kč             |2,083.50,- Kč            |7.65 %                         |Růst platů o 5 a více %|Šunkový salám                   |142.03,- Kč  |130.21,- Kč                |11.82,- Kč             |9.08 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |29,321.00,- Kč|27,237.50,- Kč             |2,083.50,- Kč            |7.65 %                         |Růst platů o 5 a více %|Rajská jablka červená kulatá    |44.70,- Kč   |40.57,- Kč                 |4.13,- Kč              |10.18 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |29,321.00,- Kč|27,237.50,- Kč             |2,083.50,- Kč            |7.65 %                         |Růst platů o 5 a více %|Pomeranče                       |36.32,- Kč   |32.60,- Kč                 |3.72,- Kč              |11.41 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |29,321.00,- Kč|27,237.50,- Kč             |2,083.50,- Kč            |7.65 %                         |Růst platů o 5 a více %|Pečivo pšeničné bílé            |45.23,- Kč   |40.84,- Kč                 |4.39,- Kč              |10.75 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |29,321.00,- Kč|27,237.50,- Kč             |2,083.50,- Kč            |7.65 %                         |Růst platů o 5 a více %|Mléko polotučné pasterované     |19.50,- Kč   |17.90,- Kč                 |1.60,- Kč              |8.94 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |29,321.00,- Kč|27,237.50,- Kč             |2,083.50,- Kč            |7.65 %                         |Růst platů o 5 a více %|Máslo                           |197.79,- Kč  |148.34,- Kč                |49.45,- Kč             |33.34 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |29,321.00,- Kč|27,237.50,- Kč             |2,083.50,- Kč            |7.65 %                         |Růst platů o 5 a více %|Jogurt bílý netučný             |8.73,- Kč    |8.12,- Kč                  |0.61,- Kč              |7.51 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |29,321.00,- Kč|27,237.50,- Kč             |2,083.50,- Kč            |7.65 %                         |Růst platů o 5 a více %|Jablka konzumní                 |32.63,- Kč   |29.94,- Kč                 |2.69,- Kč              |8.98 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |29,321.00,- Kč|27,237.50,- Kč             |2,083.50,- Kč            |7.65 %                         |Růst platů o 5 a více %|Chléb konzumní kmínový          |24.17,- Kč   |21.77,- Kč                 |2.40,- Kč              |11.02 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |29,321.00,- Kč|27,237.50,- Kč             |2,083.50,- Kč            |7.65 %                         |Růst platů o 5 a více %|Hovězí maso zadní bez kosti     |218.27,- Kč  |206.02,- Kč                |12.25,- Kč             |5.95 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |29,321.00,- Kč|27,237.50,- Kč             |2,083.50,- Kč            |7.65 %                         |Růst platů o 5 a více %|Eidamská cihla                  |142.58,- Kč  |110.90,- Kč                |31.68,- Kč             |28.57 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |29,321.00,- Kč|27,237.50,- Kč             |2,083.50,- Kč            |7.65 %                         |Růst platů o 5 a více %|Cukr krystalový                 |19.96,- Kč   |17.59,- Kč                 |2.37,- Kč              |13.47 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |20,165.50,- Kč|18,861.00,- Kč             |1,304.50,- Kč            |6.92 %                         |Růst platů o 5 a více %|Vejce slepičí čerstvá           |38.39,- Kč   |36.34,- Kč                 |2.05,- Kč              |5.64 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |20,165.50,- Kč|18,861.00,- Kč             |1,304.50,- Kč            |6.92 %                         |Růst platů o 5 a více %|Rostlinný roztíratelný tuk      |99.40,- Kč   |94.29,- Kč                 |5.11,- Kč              |5.42 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |20,165.50,- Kč|18,861.00,- Kč             |1,304.50,- Kč            |6.92 %                         |Růst platů o 5 a více %|Mrkev                           |22.45,- Kč   |15.03,- Kč                 |7.42,- Kč              |49.37 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |20,165.50,- Kč|18,861.00,- Kč             |1,304.50,- Kč            |6.92 %                         |Růst platů o 5 a více %|Kapr živý                       |93.46,- Kč   |87.72,- Kč                 |5.74,- Kč              |6.54 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |20,165.50,- Kč|18,861.00,- Kč             |1,304.50,- Kč            |6.92 %                         |Růst platů o 5 a více %|Jogurt bílý netučný             |9.17,- Kč    |8.73,- Kč                  |0.44,- Kč              |5.04 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |20,165.50,- Kč|18,861.00,- Kč             |1,304.50,- Kč            |6.92 %                         |Růst platů o 5 a více %|Jablka konzumní                 |36.17,- Kč   |32.63,- Kč                 |3.54,- Kč              |10.85 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |27,059.50,- Kč|25,194.75,- Kč             |1,864.75,- Kč            |7.40 %                         |Růst platů o 5 a více %|Vejce slepičí čerstvá           |38.39,- Kč   |36.34,- Kč                 |2.05,- Kč              |5.64 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |27,059.50,- Kč|25,194.75,- Kč             |1,864.75,- Kč            |7.40 %                         |Růst platů o 5 a více %|Rostlinný roztíratelný tuk      |99.40,- Kč   |94.29,- Kč                 |5.11,- Kč              |5.42 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |27,059.50,- Kč|25,194.75,- Kč             |1,864.75,- Kč            |7.40 %                         |Růst platů o 5 a více %|Mrkev                           |22.45,- Kč   |15.03,- Kč                 |7.42,- Kč              |49.37 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |27,059.50,- Kč|25,194.75,- Kč             |1,864.75,- Kč            |7.40 %                         |Růst platů o 5 a více %|Kapr živý                       |93.46,- Kč   |87.72,- Kč                 |5.74,- Kč              |6.54 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |27,059.50,- Kč|25,194.75,- Kč             |1,864.75,- Kč            |7.40 %                         |Růst platů o 5 a více %|Jogurt bílý netučný             |9.17,- Kč    |8.73,- Kč                  |0.44,- Kč              |5.04 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |27,059.50,- Kč|25,194.75,- Kč             |1,864.75,- Kč            |7.40 %                         |Růst platů o 5 a více %|Jablka konzumní                 |36.17,- Kč   |32.63,- Kč                 |3.54,- Kč              |10.85 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |29,135.75,- Kč|27,152.25,- Kč             |1,983.50,- Kč            |7.30 %                         |Růst platů o 5 a více %|Vejce slepičí čerstvá           |38.39,- Kč   |36.34,- Kč                 |2.05,- Kč              |5.64 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |29,135.75,- Kč|27,152.25,- Kč             |1,983.50,- Kč            |7.30 %                         |Růst platů o 5 a více %|Rostlinný roztíratelný tuk      |99.40,- Kč   |94.29,- Kč                 |5.11,- Kč              |5.42 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |29,135.75,- Kč|27,152.25,- Kč             |1,983.50,- Kč            |7.30 %                         |Růst platů o 5 a více %|Mrkev                           |22.45,- Kč   |15.03,- Kč                 |7.42,- Kč              |49.37 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |29,135.75,- Kč|27,152.25,- Kč             |1,983.50,- Kč            |7.30 %                         |Růst platů o 5 a více %|Kapr živý                       |93.46,- Kč   |87.72,- Kč                 |5.74,- Kč              |6.54 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |29,135.75,- Kč|27,152.25,- Kč             |1,983.50,- Kč            |7.30 %                         |Růst platů o 5 a více %|Jogurt bílý netučný             |9.17,- Kč    |8.73,- Kč                  |0.44,- Kč              |5.04 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |29,135.75,- Kč|27,152.25,- Kč             |1,983.50,- Kč            |7.30 %                         |Růst platů o 5 a více %|Jablka konzumní                 |36.17,- Kč   |32.63,- Kč                 |3.54,- Kč              |10.85 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |55,474.75,- Kč|51,640.75,- Kč             |3,834.00,- Kč            |7.42 %                         |Růst platů o 5 a více %|Vejce slepičí čerstvá           |38.39,- Kč   |36.34,- Kč                 |2.05,- Kč              |5.64 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |55,474.75,- Kč|51,640.75,- Kč             |3,834.00,- Kč            |7.42 %                         |Růst platů o 5 a více %|Rostlinný roztíratelný tuk      |99.40,- Kč   |94.29,- Kč                 |5.11,- Kč              |5.42 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |55,474.75,- Kč|51,640.75,- Kč             |3,834.00,- Kč            |7.42 %                         |Růst platů o 5 a více %|Mrkev                           |22.45,- Kč   |15.03,- Kč                 |7.42,- Kč              |49.37 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |55,474.75,- Kč|51,640.75,- Kč             |3,834.00,- Kč            |7.42 %                         |Růst platů o 5 a více %|Kapr živý                       |93.46,- Kč   |87.72,- Kč                 |5.74,- Kč              |6.54 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |55,474.75,- Kč|51,640.75,- Kč             |3,834.00,- Kč            |7.42 %                         |Růst platů o 5 a více %|Jogurt bílý netučný             |9.17,- Kč    |8.73,- Kč                  |0.44,- Kč              |5.04 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Informační a komunikační činnosti                           |55,474.75,- Kč|51,640.75,- Kč             |3,834.00,- Kč            |7.42 %                         |Růst platů o 5 a více %|Jablka konzumní                 |36.17,- Kč   |32.63,- Kč                 |3.54,- Kč              |10.85 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Kulturní, zábavní a rekreační činnosti                      |26,761.75,- Kč|24,199.25,- Kč             |2,562.50,- Kč            |10.59 %                        |Růst platů o 5 a více %|Vejce slepičí čerstvá           |38.39,- Kč   |36.34,- Kč                 |2.05,- Kč              |5.64 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Kulturní, zábavní a rekreační činnosti                      |26,761.75,- Kč|24,199.25,- Kč             |2,562.50,- Kč            |10.59 %                        |Růst platů o 5 a více %|Rostlinný roztíratelný tuk      |99.40,- Kč   |94.29,- Kč                 |5.11,- Kč              |5.42 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Kulturní, zábavní a rekreační činnosti                      |26,761.75,- Kč|24,199.25,- Kč             |2,562.50,- Kč            |10.59 %                        |Růst platů o 5 a více %|Mrkev                           |22.45,- Kč   |15.03,- Kč                 |7.42,- Kč              |49.37 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Kulturní, zábavní a rekreační činnosti                      |26,761.75,- Kč|24,199.25,- Kč             |2,562.50,- Kč            |10.59 %                        |Růst platů o 5 a více %|Kapr živý                       |93.46,- Kč   |87.72,- Kč                 |5.74,- Kč              |6.54 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Kulturní, zábavní a rekreační činnosti                      |26,761.75,- Kč|24,199.25,- Kč             |2,562.50,- Kč            |10.59 %                        |Růst platů o 5 a více %|Jogurt bílý netučný             |9.17,- Kč    |8.73,- Kč                  |0.44,- Kč              |5.04 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Kulturní, zábavní a rekreační činnosti                      |26,761.75,- Kč|24,199.25,- Kč             |2,562.50,- Kč            |10.59 %                        |Růst platů o 5 a více %|Jablka konzumní                 |36.17,- Kč   |32.63,- Kč                 |3.54,- Kč              |10.85 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Ostatní činnosti                                            |21,249.50,- Kč|20,017.50,- Kč             |1,232.00,- Kč            |6.16 %                         |Růst platů o 5 a více %|Vejce slepičí čerstvá           |38.39,- Kč   |36.34,- Kč                 |2.05,- Kč              |5.64 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Ostatní činnosti                                            |21,249.50,- Kč|20,017.50,- Kč             |1,232.00,- Kč            |6.16 %                         |Růst platů o 5 a více %|Rostlinný roztíratelný tuk      |99.40,- Kč   |94.29,- Kč                 |5.11,- Kč              |5.42 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Ostatní činnosti                                            |21,249.50,- Kč|20,017.50,- Kč             |1,232.00,- Kč            |6.16 %                         |Růst platů o 5 a více %|Mrkev                           |22.45,- Kč   |15.03,- Kč                 |7.42,- Kč              |49.37 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Ostatní činnosti                                            |21,249.50,- Kč|20,017.50,- Kč             |1,232.00,- Kč            |6.16 %                         |Růst platů o 5 a více %|Kapr živý                       |93.46,- Kč   |87.72,- Kč                 |5.74,- Kč              |6.54 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Ostatní činnosti                                            |21,249.50,- Kč|20,017.50,- Kč             |1,232.00,- Kč            |6.16 %                         |Růst platů o 5 a více %|Jogurt bílý netučný             |9.17,- Kč    |8.73,- Kč                  |0.44,- Kč              |5.04 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Ostatní činnosti                                            |21,249.50,- Kč|20,017.50,- Kč             |1,232.00,- Kč            |6.16 %                         |Růst platů o 5 a více %|Jablka konzumní                 |36.17,- Kč   |32.63,- Kč                 |3.54,- Kč              |10.85 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Peněžnictví a pojišťovnictví                                |53,339.50,- Kč|50,524.25,- Kč             |2,815.25,- Kč            |5.57 %                         |Růst platů o 5 a více %|Vejce slepičí čerstvá           |38.39,- Kč   |36.34,- Kč                 |2.05,- Kč              |5.64 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,018|253,045,172,103.95,- Kč|245,202,003,265.94,- Kč|7,843,168,838.01,- Kč  |3.20 %                       |Změna HDP větší než 2,5%|Peněžnictví a pojišťovnictví                                |53,339.50,- Kč|50,524.25,- Kč             |2,815.25,- Kč            |5.57 %                         |Růst platů o 5 a více %|Rostlinný roztíratelný tuk      |99.40,- Kč   |94.29,- Kč                 |5.11,- Kč              |5.42 %                       |Růst cen potravin o 5 a více %|
